student_id,name,institution_id,department,year,cgpa,email
STU0352,Cynthia Clark,INS002,Electronics,2,7.44,pauldunn@example.org
STU0353,Anna Salazar,INS001,Artificial Intelligence,4,8.64,amyfreeman@example.net
STU0354,Patrick Haley,INS004,Electronics,4,7.31,sheppardmatthew@example.net
STU0355,Michael Jones,INS002,Data Science,4,6.4,thomas16@example.org
STU0356,Cheryl Morris,INS002,Artificial Intelligence,2,8.96,ejacobson@example.org
STU0357,Heather Hernandez,INS003,Artificial Intelligence,3,6.63,douglas15@example.net
STU0358,Julie Hill,INS004,Data Science,2,6.67,dtaylor@example.com
STU0359,Evelyn Cox,INS005,Information Science,4,8.21,kevin66@example.com
STU0360,Jennifer Palmer,INS003,Computer Science,3,9.3,ulong@example.org
STU0361,Brandon Miller,INS001,Data Science,2,7.86,sheppardbradley@example.org
STU0362,Monica Watts,INS001,Artificial Intelligence,4,7.75,joneseric@example.org
STU0363,Shannon Golden,INS004,Data Science,3,6.61,morgan64@example.com
STU0364,Emily Barrett,INS001,Artificial Intelligence,2,9.08,vazquezerik@example.org
STU0365,Lisa Estes,INS005,Data Science,4,9.51,yingram@example.org
STU0366,Timothy Tate,INS001,Data Science,2,7.08,jasontanner@example.net
STU0367,Ian Wyatt,INS005,Data Science,4,6.48,allisonschmitt@example.com
STU0368,Debbie Ramirez,INS003,Artificial Intelligence,2,7.4,anthonygarcia@example.net
STU0369,Shari Buchanan,INS002,Computer Science,4,8.48,joshualloyd@example.org
STU0370,Brandon Duarte,INS005,Electronics,2,9.46,charlessmith@example.org
STU0371,Ryan Barry,INS003,Artificial Intelligence,4,9.65,barnettbrandon@example.net
STU0372,Samantha Henderson,INS002,Information Science,2,6.73,debbiecortez@example.net
STU0373,Tara Haas,INS002,Information Science,4,6.75,jonathanjimenez@example.net
STU0374,Chad Anderson,INS001,Information Science,4,7.98,carolineweiss@example.net
STU0375,Anthony Carter,INS005,Electronics,3,8.65,kristin71@example.org
STU0376,Wendy Moon,INS005,Electronics,3,9.31,thomas41@example.org
STU0377,Brandi Hood,INS003,Information Science,3,6.45,jane69@example.com
STU0378,Lisa Terry,INS004,Artificial Intelligence,3,8.33,james32@example.org
STU0379,Mark Ali,INS003,Electronics,2,7.32,michaelbyrd@example.net
STU0380,Rebecca Rios,INS004,Computer Science,2,7.53,brian61@example.net
STU0381,Michael Hernandez,INS003,Computer Science,4,9.31,jonathan19@example.com
STU0382,Amy Marsh,INS001,Electronics,4,8.03,joannahernandez@example.net
STU0383,Lauren Fernandez,INS004,Electronics,4,9.64,fleminggina@example.org
STU0384,Chad Robinson,INS001,Data Science,4,8.55,donalddavid@example.net
STU0385,William Lane,INS003,Electronics,3,8.0,xhood@example.org
STU0386,Devin Mcdonald,INS001,Data Science,2,9.12,jonathan10@example.org
STU0387,Michael Wallace,INS003,Computer Science,4,8.53,kristy31@example.org
STU0388,Jacob Robinson,INS001,Information Science,4,7.78,valeriemorgan@example.net
STU0389,Tyler Kennedy,INS004,Electronics,4,8.4,michael22@example.org
STU0390,Doris Fields,INS003,Artificial Intelligence,3,7.59,joseph77@example.net
STU0391,Rebecca Ramirez,INS003,Electronics,2,9.04,saundersmichael@example.com
STU0392,Jennifer Berry,INS003,Computer Science,3,6.54,lisawhitaker@example.net
STU0393,Gary Stout Jr.,INS004,Artificial Intelligence,3,8.81,murphypaula@example.org
STU0394,Amber Petty,INS005,Information Science,3,6.49,amy45@example.org
STU0395,James Hernandez,INS002,Artificial Intelligence,3,9.68,jameschambers@example.com
STU0396,Lisa Reynolds,INS004,Information Science,4,8.75,nicholas80@example.com
STU0397,Laura Day,INS001,Artificial Intelligence,4,7.56,owilliams@example.com
STU0398,Michael Roberts,INS003,Information Science,4,8.73,michael96@example.net
STU0399,Rachel Hinton,INS005,Computer Science,4,8.61,taylornicholas@example.net
STU0400,Eric Fox,INS005,Artificial Intelligence,2,7.51,cyoung@example.org
STU0401,James Richard,INS002,Information Science,3,9.61,vanessa82@example.org
STU0402,Eddie Jackson,INS004,Information Science,2,9.8,davismichelle@example.com
STU0403,Mr. Ronald Jimenez MD,INS002,Computer Science,3,9.24,leonardjones@example.org
STU0404,Margaret Taylor,INS001,Electronics,4,9.21,kristinkhan@example.net
STU0405,Juan Jones,INS005,Computer Science,4,7.41,kellycrystal@example.net
STU0406,Wesley Fletcher,INS005,Information Science,4,7.56,pparker@example.org
STU0407,Victoria Walker,INS002,Information Science,4,8.98,stevensonmelvin@example.net
STU0408,Jason Lee,INS002,Data Science,2,7.68,richard44@example.net
STU0409,Cynthia Wood,INS002,Data Science,4,7.23,kevinrivera@example.com
STU0410,Kelli Schmidt,INS004,Information Science,4,7.06,julia80@example.org
STU0411,Brianna Greene,INS004,Information Science,3,8.64,stacey66@example.org
STU0412,Paul Lopez,INS005,Data Science,3,8.97,robertsamanda@example.com
STU0413,Stacy Flynn,INS004,Electronics,4,7.71,sespinoza@example.com
STU0414,Erik Adams,INS002,Information Science,4,6.7,jasonwoods@example.com
STU0415,Sherri Booth,INS003,Computer Science,4,7.93,scott18@example.net
STU0416,Brandon Landry,INS003,Electronics,2,8.76,jameswalker@example.net
STU0417,David Kaufman,INS005,Computer Science,3,6.5,jim43@example.org
STU0418,Lauren Anderson,INS002,Artificial Intelligence,3,9.46,royhernandez@example.com
STU0419,Joshua Mccoy,INS002,Data Science,2,9.61,kristina52@example.com
STU0420,Tara Miles,INS002,Data Science,3,9.55,gregoryharrison@example.net
STU0421,Brenda Harris,INS004,Computer Science,3,8.01,michelle34@example.net
STU0422,Danielle Elliott,INS002,Data Science,2,7.55,tammy24@example.com
STU0423,Travis King,INS001,Artificial Intelligence,2,9.22,nancy53@example.net
STU0424,Diana Ochoa,INS003,Information Science,2,6.34,nmoore@example.org
STU0425,Christopher Paul,INS004,Information Science,4,7.89,kellypedro@example.com
STU0426,Hannah Scott,INS005,Computer Science,2,6.27,scott06@example.org
STU0427,Tamara Price,INS002,Information Science,4,9.58,rayjared@example.com
STU0428,Mrs. Kristen Larson,INS005,Electronics,3,6.6,tracy13@example.org
STU0429,Earl Graham,INS003,Information Science,3,6.64,kirkholder@example.net
STU0430,Ms. Darlene Garza,INS002,Data Science,4,9.06,nsmith@example.org
STU0431,David Bennett,INS004,Computer Science,2,9.21,murrayjonathan@example.org
STU0432,Mark Smith,INS004,Electronics,4,6.26,iwells@example.com
STU0433,Alex Bruce,INS005,Electronics,2,8.79,rosariojenna@example.org
STU0434,Jeffrey Carter,INS003,Data Science,2,8.41,klong@example.net
STU0435,Dennis Duffy,INS002,Electronics,3,6.87,kingjonathan@example.com
STU0436,Jason Little,INS001,Electronics,3,6.44,michaelkrueger@example.com
STU0437,Lynn Newman,INS005,Electronics,4,9.03,john77@example.org
STU0438,Sydney Lane,INS005,Electronics,2,7.61,taylor12@example.org
STU0439,Carmen Clark,INS004,Computer Science,4,7.59,nicholewilliams@example.com
STU0440,Lindsay Jackson,INS003,Artificial Intelligence,4,6.26,derrickgomez@example.com
STU0441,Courtney Briggs,INS001,Artificial Intelligence,2,8.84,milleramber@example.net
STU0442,Brandon Collins,INS001,Electronics,4,8.92,lauren42@example.org
STU0443,Sara Hall,INS002,Computer Science,3,8.17,annafreeman@example.com
STU0444,Kerry Taylor,INS002,Data Science,4,7.92,kevingreene@example.org
STU0445,Jessica Peterson,INS002,Information Science,2,8.78,paultracy@example.com
STU0446,Crystal Smith,INS004,Computer Science,3,6.93,riveragregory@example.com
STU0447,Daniel Hayes,INS002,Computer Science,3,9.56,david40@example.net
STU0448,Sean Porter,INS005,Data Science,4,7.9,heatherdixon@example.org
STU0449,Cody Curtis,INS001,Information Science,3,7.49,yvonneford@example.org
STU0450,Theresa Allen,INS001,Artificial Intelligence,3,6.65,todd11@example.com
STU0451,Amy Reynolds,INS003,Data Science,3,8.88,taylor35@example.net
STU0452,Ian Snyder,INS004,Artificial Intelligence,2,7.99,angelica94@example.com
STU0453,Antonio Richardson,INS004,Artificial Intelligence,4,7.16,jasmin05@example.net
STU0454,Lisa Odom,INS001,Data Science,2,7.75,zwhite@example.com
STU0455,Carol Coleman,INS002,Electronics,3,7.36,woodshoward@example.org
STU0456,Karen Hill,INS001,Artificial Intelligence,4,7.26,jennifersteele@example.net
STU0457,Rhonda Cross,INS004,Electronics,4,7.73,jose17@example.org
STU0458,Jose Walsh,INS004,Artificial Intelligence,3,6.35,pamarnold@example.net
STU0459,Jeffrey Golden,INS003,Electronics,3,7.19,lori90@example.com
STU0460,Mark Brooks,INS001,Computer Science,4,8.5,dhoward@example.org
STU0461,Teresa Stevens,INS003,Electronics,4,8.65,hansenzachary@example.com
STU0462,Diana Rivera,INS001,Information Science,4,8.64,michael89@example.net
STU0463,Amanda Wells,INS004,Computer Science,2,6.44,brianrowe@example.org
STU0464,Joy Lee,INS003,Artificial Intelligence,3,9.62,benjamin55@example.net
STU0465,Paul Walker,INS001,Electronics,2,8.64,nancyjohnson@example.com
STU0466,Kimberly Gonzalez,INS003,Artificial Intelligence,3,8.95,bentleychristian@example.com
STU0467,Sharon Durham,INS005,Information Science,4,7.52,buckemily@example.com
STU0468,Ronald Myers,INS003,Artificial Intelligence,2,9.66,sarah47@example.com
STU0469,Justin Jones,INS001,Information Science,3,8.06,rosemartinez@example.net
STU0470,Marilyn Hodge,INS005,Computer Science,3,8.99,mariomurphy@example.org
STU0471,Paula Good,INS004,Information Science,4,7.23,uadams@example.net
STU0472,April Thomas,INS004,Information Science,2,6.69,dominicrush@example.com
STU0473,Michael Jarvis,INS001,Data Science,2,9.44,canturicky@example.com
STU0474,Tricia Vance MD,INS004,Computer Science,4,9.68,antonio87@example.org
STU0475,Jeremy Hernandez,INS003,Artificial Intelligence,4,6.43,maddoxcrystal@example.org
STU0476,Brian Shepherd,INS005,Artificial Intelligence,3,9.26,traciewilliams@example.net
STU0477,Kyle Adams,INS002,Artificial Intelligence,4,7.01,bennettjennifer@example.org
STU0478,Antonio Hawkins,INS002,Information Science,2,9.05,johnhenderson@example.com
STU0479,Judith Jackson,INS001,Artificial Intelligence,4,8.26,xsingh@example.net
STU0480,Calvin Massey,INS004,Electronics,2,8.4,heather36@example.com
STU0481,Jamie Fisher,INS001,Computer Science,3,7.63,brent40@example.org
STU0482,Cody Fox,INS004,Electronics,3,8.97,sherring@example.com
STU0483,Holly Taylor,INS005,Computer Science,2,9.7,meadowssarah@example.org
STU0484,John Smith,INS001,Data Science,3,8.65,joseph79@example.com
STU0485,Diana Schaefer,INS003,Information Science,4,8.5,micheleturner@example.com
STU0486,Justin Bailey,INS002,Information Science,3,8.01,kathleen43@example.net
STU0487,Renee Cole,INS001,Computer Science,4,6.75,mhernandez@example.org
STU0488,Alexis Nelson,INS002,Information Science,3,9.57,youngchelsea@example.com
STU0489,Zachary Coleman,INS002,Artificial Intelligence,4,9.42,mackenziegarcia@example.org
STU0490,Cheryl Miller,INS001,Artificial Intelligence,2,8.49,jsmith@example.com
STU0491,James Vargas,INS005,Artificial Intelligence,2,8.45,triggs@example.com
STU0492,Mr. Bradley Clark,INS005,Electronics,2,8.01,karenscott@example.net
STU0493,Alexandra Silva,INS002,Electronics,4,6.76,jonathan55@example.com
STU0494,Jeff Jones,INS005,Electronics,3,9.23,mmurray@example.com
STU0495,Jerry Campbell,INS005,Computer Science,2,6.49,davidortega@example.org
STU0496,Laura Green,INS005,Artificial Intelligence,4,6.96,lrodriguez@example.com
STU0497,Melissa Rice,INS005,Data Science,4,8.5,cheryljones@example.net
STU0498,Michael Miller,INS004,Electronics,3,8.51,lshields@example.org
STU0499,Michael Fitzgerald,INS003,Data Science,2,9.1,jcharles@example.org
STU0500,Bradley Henry,INS004,Artificial Intelligence,3,6.46,blawson@example.net
